id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1.10947e+18,https://www.airbnb.com/rooms/1109466694940549396,20250600000000.0,17/06/2025,city scrape,Spacious DC Townhome,"Bring the whole family to this great place with lots of room for enjoyment. You'll have full access to the private 3 level townhouse. Private bedrooms and full bathrooms on the 2nd and 3rd floors. A comfortable living room with TV, dining room and kitchen are on the 1st floor.<br /><br />Sleeps 10 comfortably, has two private entrances, fully equipped kitchen with a coffee maker and tea station with a washer and dryer.<br /><br />Ideal for traveling families, a group of friends or a professional that loves space.",,https://a0.muscache.com/pictures/miso/Hosting-1109466694940549396/original/ac2fe025-b459-4349-80e0-f140c1e72ea4.jpeg,566376614,https://www.airbnb.com/users/show/566376614,Victoria,10/03/2024,,,within an hour,100%,98%,t,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,Southeast Washington,1.0,1.0,['phone'],f,t,,"Douglas, Shipley Terrace",,38.84908,-76.98156,Entire home,Entire home/apt,12,2.5,2.5 baths,5.0,6.0,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Dove body soap"", ""Hot water kettle"", ""TV"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Dining table"", ""Dishwasher"", ""Single oven"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Clothing storage"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Fully fenced"", ""Self check-in"", ""Microwave"", ""Private entrance"", ""Wine glasses"", ""Exterior security cameras on property"", ""Keypad"", ""Bathtub"", ""First aid kit"", ""Iron"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Electric stove"", ""Free parking on premises"", ""Blender"", ""Coffee"", ""Cleaning products""]",$366.00,2,365,2,2,365,365,2.0,365.0,,t,5,21,45,135,17/06/2025,27,24,2,135,18,144,52704.0,19/05/2024,08/06/2025,4.81,4.93,4.93,4.89,4.93,4.3,4.78,Hosted License: 5007242201003344,f,1,1,0,0,2.05
1.11042e+18,https://www.airbnb.com/rooms/1110415047183346120,20250600000000.0,17/06/2025,city scrape,Modern 1-BR/1-BA near Capitol Hill (U3),"Cozy 1 BR / 1 BA apartment close to Union station and capital hill and walkable to several restaurants, groceries and fun activities. Free DC Street car to union station.",,https://a0.muscache.com/pictures/hosting/Hosting-1110415047183346120/original/c6a88a51-6ea9-40a7-a5ee-b90d0b6241f4.jpeg,566621542,https://www.airbnb.com/users/show/566621542,Vijaya,11/03/2024,,,within an hour,100%,100%,t,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,H Street Corridor,9.0,9.0,"['email', 'phone']",f,t,,"Union Station, Stanton Park, Kingman Park",,38.89883,-76.98605,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Hot water"", ""Freezer"", ""Clothing storage: closet and wardrobe"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Smart lock"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Crib - always at the listing"", ""Single oven"", ""Extra pillows and blankets"", ""Rice maker"", ""Central heating"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Mini fridge"", ""Private patio or balcony"", ""Carbon monoxide alarm"", ""Outdoor furniture"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Exterior security cameras on property"", ""Indoor fireplace: electric"", ""Outdoor dining area"", ""Coffee maker: Nespresso"", ""First aid kit"", ""Iron"", ""TV with Roku"", ""Gas stove"", ""Pets allowed"", ""Folding or convertible high chair - always at the listing""]",$104.00,31,365,31,31,1125,1125,31.0,1125.0,,t,0,0,2,277,17/06/2025,2,2,0,110,1,124,12896.0,01/11/2024,07/05/2025,3.0,3.0,4.0,4.5,3.0,4.5,3.0,,f,9,9,0,0,0.26
1.1108e+18,https://www.airbnb.com/rooms/1110799714913463564,20250600000000.0,17/06/2025,city scrape,1 King Bed Room – Brand New Hotel Capitol Hill,"Welcome Washington DC. Ideally located four blocks to the Capitol Building and about three blocks to Navy Yard and the Capitol Riverfront, our location is next to everything you need. Two Metro stops are less than 8 minutes away, Nationals Park is a short walk, or join us at the Rooftop Bar with direct views of the US Capitol.",▶ Landmarks <br />●  In Capitol Hill <br />●  National Mall - 17 min walk <br />●  Smithsonian National Air and Space Museum - 21 min walk <br />●  Walter E. Washington Convention Center - 45 min walk <br />●  White House - 2.5 mi / 4 km <br />●  Lincoln Memorial - 2.7 mi / 4.4 km <br />●  George Washington University - 2.7 mi / 4.4 km <br />●  Smithsonian's National Zoo - 4.8 mi / 7.8 km,https://a0.muscache.com/pictures/prohost-api/Hosting-1110799714913463564/original/ab346e9d-6da6-4dac-839d-2b85ce748b4f.png,448723910,https://www.airbnb.com/users/show/448723910,Capitol,09/03/2022,"Washington, DC",,within an hour,98%,100%,t,https://a0.muscache.com/im/pictures/user/437f2c2f-f1c2-4acc-88b3-d428276933ad.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/437f2c2f-f1c2-4acc-88b3-d428276933ad.jpg?aki_policy=profile_x_medium,Navy Yard,2.0,6.0,"['email', 'phone']",t,t,Neighborhood highlights,"Near Southeast, Navy Yard",,38.87957242,-77.00668015,Room in hotel,Private room,3,1.0,1 bath,1.0,2.0,"[""Elevator"", ""Fire extinguisher"", ""Smoke alarm"", ""Safe"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""TV"", ""Host greets you"", ""Body soap"", ""Coffee maker"", ""Paid parking off premises"", ""Bed linens"", ""Air conditioning"", ""Shampoo"", ""Private entrance"", ""Iron"", ""Heating"", ""Gym""]",$287.00,1,365,1,1,365,365,1.0,365.0,,t,24,53,83,188,17/06/2025,67,66,11,188,13,255,73185.0,16/06/2024,01/06/2025,4.76,4.79,4.82,4.79,4.84,4.91,4.79,Exempt,t,2,0,2,0,5.48
1.11185e+18,https://www.airbnb.com/rooms/1111853141792383309,20250600000000.0,17/06/2025,city scrape,Stylish 1-BR/1-BA near Capitol Hill (U4),"Enjoy a brand new apartment close to Union station, capitol hill and other DC attractions. Walkable to restaurants, groceries and other fun activities. Free DC street car to Union Station.",,https://a0.muscache.com/pictures/hosting/Hosting-1111853141792383309/original/f1cb9c77-537b-4690-8c59-4b858f95480d.jpeg,566621542,https://www.airbnb.com/users/show/566621542,Vijaya,11/03/2024,,,within an hour,100%,100%,t,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,H Street Corridor,9.0,9.0,"['email', 'phone']",f,t,,"Union Station, Stanton Park, Kingman Park",,38.89904,-76.98674,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Hot water"", ""Freezer"", ""Clothing storage: closet and wardrobe"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Smart lock"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Crib - always at the listing"", ""Extra pillows and blankets"", ""Rice maker"", ""Central heating"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Exterior security cameras on property"", ""Indoor fireplace: electric"", ""Coffee maker: Nespresso"", ""First aid kit"", ""Standalone high chair - always at the listing"", ""Iron"", ""TV with Roku"", ""Pets allowed"", ""Drying rack for clothing""]",$100.00,31,365,31,31,1125,1125,31.0,1125.0,,t,0,4,34,309,17/06/2025,2,2,0,142,1,124,12400.0,11/08/2024,20/04/2025,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,9,9,0,0,0.19
1.11186e+18,https://www.airbnb.com/rooms/1111856944681407083,20250600000000.0,17/06/2025,city scrape,Charming Studio  near Capitol Hill (U2),"Charming studio  located close to Union station and U.S. Capitol. Walkable to restaurants, entertainment and DC attractions. Free DC streetcar to Union station",,https://a0.muscache.com/pictures/hosting/Hosting-1111856944681407083/original/b1a0a246-19aa-40d2-b6bd-735b5f31e5af.jpeg,566621542,https://www.airbnb.com/users/show/566621542,Vijaya,11/03/2024,,,within an hour,100%,100%,t,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,H Street Corridor,9.0,9.0,"['email', 'phone']",f,t,,"Union Station, Stanton Park, Kingman Park",,38.89889279,-76.98635344,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Hot water"", ""Freezer"", ""Clothing storage: closet and wardrobe"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""Smart lock"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Body soap"", ""Single oven"", ""Extra pillows and blankets"", ""Rice maker"", ""Central heating"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Kitchen"", ""Wine glasses"", ""Exterior security cameras on property"", ""Indoor fireplace: electric"", ""First aid kit"", ""Iron"", ""TV with Roku"", ""Gas stove"", ""Pets allowed""]",$79.00,31,365,31,31,1125,1125,31.0,1125.0,,t,14,14,22,297,17/06/2025,2,2,0,130,1,124,9796.0,24/08/2024,02/02/2025,5.0,5.0,5.0,5.0,5.0,4.5,5.0,,f,9,9,0,0,0.2
1.11186e+18,https://www.airbnb.com/rooms/1111861329298741594,20250600000000.0,17/06/2025,city scrape,Pent House with Roof Deck near Capitol Hill (U5),Enjoy a stylish  penthouse apartment with roof top decks and beautiful views of city and DC monuments. Close to Union station and U.S. capitol. Walkable to restaurants and entertainment. Free DC streetcar to Union station.,,https://a0.muscache.com/pictures/hosting/Hosting-1111861329298741594/original/199204a5-5ecd-4f36-bd24-ad310e6a0cfc.jpeg,566621542,https://www.airbnb.com/users/show/566621542,Vijaya,11/03/2024,,,within an hour,100%,100%,t,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,H Street Corridor,9.0,9.0,"['email', 'phone']",f,t,,"Union Station, Stanton Park, Kingman Park",,38.89919,-76.9867,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,3.0,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Baking sheet"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Hangers"", ""Central air conditioning"", ""Hot water kettle"", ""BBQ grill"", ""Toaster"", ""Long term stays allowed"", ""Dishes and silverware"", ""Dining table"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dishwasher"", ""Barbecue utensils"", ""Extra pillows and blankets"", ""Crib"", ""Rice maker"", ""Central heating"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Mini fridge"", ""Private patio or balcony"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Outdoor furniture"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Exterior security cameras on property"", ""Outdoor dining area"", ""Coffee maker: Nespresso"", ""First aid kit"", ""Standalone high chair - always at the listing"", ""Iron"", ""TV with Roku"", ""Gas stove"", ""Pets allowed"", ""Lockbox""]",$125.00,31,365,31,31,1125,1125,31.0,1125.0,,t,10,40,70,345,17/06/2025,1,1,0,178,0,62,7750.0,05/01/2025,05/01/2025,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,9,9,0,0,0.18
1.1168e+18,https://www.airbnb.com/rooms/1116795280481310856,20250600000000.0,17/06/2025,city scrape,Airy 1 BR w/ Private Parking,"Enjoy cozy evenings and sunlight filled days in this centrally located, spacious apartment in NE DC. A short walk from the trolley-filled H-Street corridor allows access to all DC has to offer, with convenient access to 295/395 highways allowing access to greater VA and MD. Whether you are looking for an extended vacation or a haven to work from, this apartment will not disappoint.",,https://a0.muscache.com/pictures/miso/Hosting-694183718561551453/original/3962bf28-262f-43b9-9b34-493ca3c7a92b.jpeg,443316192,https://www.airbnb.com/users/show/443316192,John,02/02/2022,"Washington, DC",,within a few hours,100%,100%,t,https://a0.muscache.com/im/pictures/user/974d6d3f-4f63-40ae-83f7-1822338ddfe4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/974d6d3f-4f63-40ae-83f7-1822338ddfe4.jpg?aki_policy=profile_x_medium,Northeast Washington,4.0,4.0,['phone'],t,t,,"Ivy City, Arboretum, Trinidad, Carver Langston",,38.90207,-76.98358,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Backyard"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Baking sheet"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""TV"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Dining table"", ""Body soap"", ""Patio or balcony"", ""Dedicated workspace"", ""Bed linens"", ""Clothing storage"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Outdoor furniture"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Self check-in"", ""Keypad"", ""Conditioner"", ""Heating"", ""Free parking on premises"", ""Coffee"", ""Dryer"", ""Cleaning products""]",$85.00,31,365,31,31,365,365,31.0,365.0,,t,0,12,42,132,17/06/2025,0,0,0,132,0,0,0.0,,,,,,,,,,,f,4,4,0,0,
1.11732e+18,https://www.airbnb.com/rooms/1117320584363210658,20250600000000.0,17/06/2025,city scrape,Modern Spacious DC Condo 3BD/3BA,"Experience the heart of Washington DC from our charming condo, nestled in a historic neighborhood. Explore nearby iconic landmarks and museums, then return to a modern, renovated space. Enjoy easy access to the metro and local dining spots. Relax on the urban trail just steps away, perfect for leisurely strolls or biking adventures. Discover the blend of history and modernity in our cozy urban escape.",,https://a0.muscache.com/pictures/airflow/Hosting-1117320584363210658/original/edfeca78-47fa-4a94-aa8d-dc7a89f6bbf7.jpg,518202573,https://www.airbnb.com/users/show/518202573,Matt,04/06/2023,"Washington, DC",,within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/3f889b46-f498-4a9a-bba2-3f515ed92f80.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3f889b46-f498-4a9a-bba2-3f515ed92f80.jpg?aki_policy=profile_x_medium,Northeast Washington,4.0,4.0,"['email', 'phone']",t,t,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",,38.91551627,-76.99954212,Entire condo,Entire home/apt,8,3.0,3 baths,3.0,4.0,"[""Hot water"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Baking sheet"", ""Free street parking"", ""Cooking basics"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""Smart lock"", ""Toaster"", ""TV"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Body soap"", ""Dishwasher"", ""Crib - always at the listing"", ""Central heating"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Microwave"", ""Oven"", ""Kitchen"", ""Wine glasses"", ""Private entrance"", ""Bathtub"", ""Iron"", ""Clothing storage: closet and dresser"", ""Pets allowed"", ""Coffee"", ""Conditioner"", ""Cleaning products""]",$257.00,1,365,1,4,1125,1125,2.3,1125.0,,t,14,44,74,349,17/06/2025,71,59,5,182,42,255,65535.0,07/04/2024,02/06/2025,4.97,5.0,4.96,5.0,4.96,4.69,4.82,Exempt,f,4,4,0,0,4.87
1.11743e+18,https://www.airbnb.com/rooms/1117427843191568846,20250600000000.0,17/06/2025,city scrape,Cultural Epicenter | Smithsonian Museums. Pool,"From a coffee shop that transforms into a wine bar at night, to a seasonal rooftop pool and bar overlooking the city, to a salon-style lounge featuring the work of local artists, Viceroy Washington DC inspires you to create your own story in one of the world’s most storied cities. <br /> <br />Awards: <br />• Top 10 Hotels in Washington D.C.: Reader’s Choice Awards 2023 - Conde Nast Traveler <br />• Gold Badge: Best Hotels in the USA - 2024 U.S. News & World Report Best Hotels Rankings",▶ Activities and cultural attractions <br />—  Washington Monument – 8 min drive <br />—  National Zoological Park – 9 min drive <br />—  Washington National Cathedral –10 min drive <br />—  National Mall – 10 min drive <br />—  Lincoln Memorial – 10 min drive <br />—  U.S. Botanic Garden –12 min drive <br />—  Library of Congress – 14 min drive <br /> <br />▶ Places to eat and drink  <br />—  Hush Rooftop Bar – at the hotel <br />—  Dovetail – at the hotel <br />—  Bresca – 3 min drive/ 13 min walk <br />—  Anju – 4 min drive <br />—  Rooster & Owl – 5 min drive <br />—  SURA Restaurant – 8 min drive/ 20 min walk <br />—  Makan – 9 min drive <br /> <br />▶ Places to visit <br />—  The White House – 5 min drive/ 19 min walk <br />—  Vietnam Veterans Memorial – 9 min drive <br />—  National Museum of Natural History – 9 min drive <br />—  National Museum of American History – 10 min drive <br />—  National Gallery of Art – 10 min drive <br />—  National Air and Space Museum – 11 min dri,https://a0.muscache.com/pictures/prohost-api/Hosting-1117427843191568846/original/0d9651f1-40a9-4462-963f-f4be2626cec6.png,566705655,https://www.airbnb.com/users/show/566705655,Viceroy Washington DC,12/03/2024,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/497b154a-c353-41d8-b1f4-989348cb9502.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/497b154a-c353-41d8-b1f4-989348cb9502.jpg?aki_policy=profile_x_medium,Northwest Washington,6.0,6.0,"['email', 'phone']",t,t,Neighborhood highlights,"Shaw, Logan Circle",,38.90811,-77.03299,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,"[""Elevator"", ""Fire extinguisher"", ""Smoke alarm"", ""Safe"", ""Free street parking"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Host greets you"", ""Body soap"", ""Paid parking off premises"", ""Gym"", ""Dedicated workspace"", ""TV with standard cable"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Shampoo"", ""Private entrance"", ""Iron"", ""Heating"", ""Pool"", ""Pets allowed"", ""Indoor fireplace""]",$166.00,1,365,1,1,365,365,1.0,365.0,,t,25,54,82,184,17/06/2025,8,7,0,184,5,42,6972.0,26/05/2024,13/04/2025,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Exempt,t,6,0,6,0,0.62
1.11743e+18,https://www.airbnb.com/rooms/1117429644088667912,20250600000000.0,17/06/2025,city scrape,Historical Sites | Capitol Hill. Outdoor patio,"From a coffee shop that transforms into a wine bar at night, to a seasonal rooftop pool and bar overlooking the city, to a salon-style lounge featuring the work of local artists, Viceroy Washington DC inspires you to create your own story in one of the world’s most storied cities. <br /> <br />Awards: <br />• Top 10 Hotels in Washington D.C.: Reader’s Choice Awards 2023 - Conde Nast Traveler <br />• Gold Badge: Best Hotels in the USA - 2024 U.S. News & World Report Best Hotels Rankings",▶ Activities and cultural attractions <br />—  Washington Monument – 8 min drive <br />—  National Zoological Park – 9 min drive <br />—  Washington National Cathedral –10 min drive <br />—  National Mall – 10 min drive <br />—  Lincoln Memorial – 10 min drive <br />—  U.S. Botanic Garden –12 min drive <br />—  Library of Congress – 14 min drive <br /> <br />▶ Places to eat and drink  <br />—  Hush Rooftop Bar – at the hotel <br />—  Dovetail – at the hotel <br />—  Bresca – 3 min drive/ 13 min walk <br />—  Anju – 4 min drive <br />—  Rooster & Owl – 5 min drive <br />—  SURA Restaurant – 8 min drive/ 20 min walk <br />—  Makan – 9 min drive <br /> <br />▶ Places to visit <br />—  The White House – 5 min drive/ 19 min walk <br />—  Vietnam Veterans Memorial – 9 min drive <br />—  National Museum of Natural History – 9 min drive <br />—  National Museum of American History – 10 min drive <br />—  National Gallery of Art – 10 min drive <br />—  National Air and Space Museum – 11 min dri,https://a0.muscache.com/pictures/prohost-api/Hosting-1117429644088667912/original/062613dd-3413-4af4-bfa9-8754feec70b7.png,566705655,https://www.airbnb.com/users/show/566705655,Viceroy Washington DC,12/03/2024,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/497b154a-c353-41d8-b1f4-989348cb9502.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/497b154a-c353-41d8-b1f4-989348cb9502.jpg?aki_policy=profile_x_medium,Northwest Washington,6.0,6.0,"['email', 'phone']",t,t,Neighborhood highlights,"Shaw, Logan Circle",,38.90811,-77.03299,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,"[""Elevator"", ""Fire extinguisher"", ""Smoke alarm"", ""Safe"", ""Free street parking"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Host greets you"", ""Body soap"", ""Paid parking off premises"", ""Gym"", ""Dedicated workspace"", ""TV with standard cable"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Shampoo"", ""Private entrance"", ""Iron"", ""Heating"", ""Pool"", ""Pets allowed"", ""Indoor fireplace""]",$341.00,1,365,1,1,365,365,1.0,365.0,,t,25,53,82,182,17/06/2025,102,99,6,182,52,255,86955.0,28/05/2024,01/06/2025,4.83,4.84,4.91,4.86,4.85,4.9,4.72,Exempt,t,6,0,6,0,7.93
1.11743e+18,https://www.airbnb.com/rooms/1117430947391098059,20250600000000.0,17/06/2025,city scrape,Iconic Landmarks | Georgetown Waterfront. Pool,"From a coffee shop that transforms into a wine bar at night, to a seasonal rooftop pool and bar overlooking the city, to a salon-style lounge featuring the work of local artists, Viceroy Washington DC inspires you to create your own story in one of the world’s most storied cities. <br /> <br />Awards: <br />• Top 10 Hotels in Washington D.C.: Reader’s Choice Awards 2023 - Conde Nast Traveler <br />• Gold Badge: Best Hotels in the USA - 2024 U.S. News & World Report Best Hotels Rankings",▶ Activities and cultural attractions <br />—  Washington Monument – 8 min drive <br />—  National Zoological Park – 9 min drive <br />—  Washington National Cathedral –10 min drive <br />—  National Mall – 10 min drive <br />—  Lincoln Memorial – 10 min drive <br />—  U.S. Botanic Garden –12 min drive <br />—  Library of Congress – 14 min drive <br /> <br />▶ Places to eat and drink  <br />—  Hush Rooftop Bar – at the hotel <br />—  Dovetail – at the hotel <br />—  Bresca – 3 min drive/ 13 min walk <br />—  Anju – 4 min drive <br />—  Rooster & Owl – 5 min drive <br />—  SURA Restaurant – 8 min drive/ 20 min walk <br />—  Makan – 9 min drive <br /> <br />▶ Places to visit <br />—  The White House – 5 min drive/ 19 min walk <br />—  Vietnam Veterans Memorial – 9 min drive <br />—  National Museum of Natural History – 9 min drive <br />—  National Museum of American History – 10 min drive <br />—  National Gallery of Art – 10 min drive <br />—  National Air and Space Museum – 11 min dri,https://a0.muscache.com/pictures/prohost-api/Hosting-1117430947391098059/original/56504316-6ca6-4940-885b-a2aa1069c739.png,566705655,https://www.airbnb.com/users/show/566705655,Viceroy Washington DC,12/03/2024,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/497b154a-c353-41d8-b1f4-989348cb9502.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/497b154a-c353-41d8-b1f4-989348cb9502.jpg?aki_policy=profile_x_medium,Northwest Washington,6.0,6.0,"['email', 'phone']",t,t,Neighborhood highlights,"Shaw, Logan Circle",,38.90811,-77.03299,Room in hotel,Private room,4,1.0,1 bath,1.0,2.0,"[""Elevator"", ""Fire extinguisher"", ""Smoke alarm"", ""Safe"", ""Free street parking"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Host greets you"", ""Body soap"", ""Paid parking off premises"", ""Gym"", ""Dedicated workspace"", ""TV with standard cable"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Shampoo"", ""Private entrance"", ""Iron"", ""Heating"", ""Pool"", ""Pets allowed"", ""Indoor fireplace""]",$178.00,1,365,1,1,365,365,1.0,365.0,,t,15,37,66,168,17/06/2025,174,164,6,168,112,255,45390.0,26/05/2024,02/06/2025,4.93,4.9,4.92,4.97,4.93,4.93,4.78,Exempt,t,6,0,6,0,13.45
